# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3225788	3226948	-							B4U62_16990	1161		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3225788	3226948	-	AQZ92026.1			aromatic amino acid aminotransferase			B4U62_16990	1161	386	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3226949	3227449	-							B4U62_16995	501		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3226949	3227449	-	AQZ92027.1			AsnC family transcriptional regulator			B4U62_16995	501	166	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3227597	3228418	+							B4U62_17000	822		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3227597	3228418	+	AQZ92028.1			alpha/beta hydrolase			B4U62_17000	822	273	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3228447	3228707	-							B4U62_17005	261		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3228447	3228707	-	AQZ92029.1			hypothetical protein			B4U62_17005	261	86	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3228794	3229957	+							B4U62_17010	1164		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3228794	3229957	+	AQZ92030.1			cystathionine beta-lyase PatB			B4U62_17010	1164	387	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3230083	3231369	+							B4U62_17015	1287		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3230083	3231369	+	AQZ92031.1			two-component sensor histidine kinase			B4U62_17015	1287	428	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3231415	3231801	+							B4U62_17020	387		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3231415	3231801	+	AQZ92032.1			kinase-associated lipoprotein B			B4U62_17020	387	128	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3231828	3232445	-							B4U62_17025	618		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3231828	3232445	-	AQZ92033.1			or 3'-5' exonuclease KapD			B4U62_17025	618	205	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3232520	3232723	-							B4U62_17030	204		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3232520	3232723	-	AQZ93117.1			hypothetical protein			B4U62_17030	204	67	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3232656	3233834	+							B4U62_17035	1179		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3232656	3233834	+	AQZ92034.1			MFS transporter			B4U62_17035	1179	392	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3233927	3235801	+							B4U62_17040	1875		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3233927	3235801	+	AQZ92035.1			penicillin-binding protein 4			B4U62_17040	1875	624	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3235822	3236235	+							B4U62_17045	414		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3235822	3236235	+	AQZ92036.1			hypothetical protein			B4U62_17045	414	137	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3236438	3236995	-							B4U62_17050	558		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3236438	3236995	-	AQZ92037.1			hypothetical protein			B4U62_17050	558	185	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3237173	3238774	+							B4U62_17055	1602		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3237173	3238774	+	AQZ92038.1			sensor histidine kinase			B4U62_17055	1602	533	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3238767	3239474	+							B4U62_17060	708		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3238767	3239474	+	AQZ92039.1			two-component system response regulator DcuR			B4U62_17060	708	235	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3239945	3241024	+							B4U62_17065	1080		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3239945	3241024	+	AQZ92040.1			BMP family ABC transporter substrate-binding protein			B4U62_17065	1080	359	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3241100	3242632	+							B4U62_17070	1533		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3241100	3242632	+	AQZ92041.1			ABC transporter ATP-binding protein			B4U62_17070	1533	510	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3242625	3243671	+							B4U62_17075	1047		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3242625	3243671	+	AQZ92042.1			ABC transporter permease			B4U62_17075	1047	348	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3243672	3244631	+							B4U62_17080	960		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3243672	3244631	+	AQZ92043.1			ABC transporter permease			B4U62_17080	960	319	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3244785	3246131	+							B4U62_17085	1347		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3244785	3246131	+	AQZ92044.1			Na+-malate symporter			B4U62_17085	1347	448	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3246167	3246382	-							B4U62_17090	216		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3246167	3246382	-	AQZ92045.1			hypothetical protein			B4U62_17090	216	71	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3246613	3249018	+							B4U62_17095	2406		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3246613	3249018	+	AQZ92046.1			Na+/H+ antiporter subunit A			B4U62_17095	2406	801	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3249011	3249442	+							B4U62_17100	432		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3249011	3249442	+	AQZ92047.1			Na+/H+ antiporter subunit B			B4U62_17100	432	143	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3249442	3249783	+							B4U62_17105	342		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3249442	3249783	+	AQZ92048.1			Na+/H+ antiporter subunit C			B4U62_17105	342	113	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3249776	3251257	+							B4U62_17110	1482		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3249776	3251257	+	AQZ92049.1			Na+/H+ antiporter subunit D			B4U62_17110	1482	493	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3251263	3251739	+							B4U62_17115	477		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3251263	3251739	+	AQZ92050.1			Na+/H+ antiporter subunit E			B4U62_17115	477	158	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3251739	3252023	+							B4U62_17120	285		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3251739	3252023	+	AQZ92051.1			Na+/H+ antiporter subunit F			B4U62_17120	285	94	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3252007	3252381	+							B4U62_17125	375		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3252007	3252381	+	AQZ92052.1			Na+/H+ antiporter subunit G			B4U62_17125	375	124	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3252420	3252800	-							B4U62_17130	381		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3252420	3252800	-	AQZ92053.1			esterase			B4U62_17130	381	126	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3252819	3253463	-							B4U62_17135	645		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3252819	3253463	-	AQZ92054.1			DNA-binding response regulator			B4U62_17135	645	214	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3253544	3255853	-							B4U62_17140	2310		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3253544	3255853	-	AQZ92055.1			sensor histidine kinase			B4U62_17140	2310	769	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3255868	3256035	-							B4U62_17145	168		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3255868	3256035	-	AQZ92056.1			competence pheromone			B4U62_17145	168	55	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3256023	3256922	-							B4U62_17150	900		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3256023	3256922	-	AQZ92057.1			competence regulatory protein ComQ			B4U62_17150	900	299	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3257107	3257247	-							B4U62_17155	141		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3257107	3257247	-	AQZ92058.1			degradation enzyme regulation protein DegQ			B4U62_17155	141	46	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3257708	3258076	+							B4U62_17160	369		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3257708	3258076	+	AQZ92059.1			hypothetical protein			B4U62_17160	369	122	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3258052	3259281	-							B4U62_17165	1230		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3258052	3259281	-	AQZ92060.1			hypothetical protein			B4U62_17165	1230	409	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3259418	3260890	-							B4U62_17170	1473		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3259418	3260890	-	AQZ92061.1			nicotinate phosphoribosyltransferase			B4U62_17170	1473	490	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3260906	3261457	-							B4U62_17175	552		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3260906	3261457	-	AQZ92062.1			isochorismatase			B4U62_17175	552	183	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3261554	3261952	-							B4U62_17180	399		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3261554	3261952	-	AQZ92063.1			hypothetical protein			B4U62_17180	399	132	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3262024	3262272	-							B4U62_17185	249		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3262024	3262272	-	AQZ92064.1			hypothetical protein			B4U62_17185	249	82	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3262345	3262566	-							B4U62_17190	222		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3262345	3262566	-	AQZ92065.1			germination protein			B4U62_17190	222	73	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3262626	3263735	-							B4U62_17195	1110		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3262626	3263735	-	AQZ92066.1			AI-2E family transporter			B4U62_17195	1110	369	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3263850	3264239	+							B4U62_17200	390		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3263850	3264239	+	AQZ92067.1			hypothetical protein			B4U62_17200	390	129	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3264280	3264516	-							B4U62_17205	237		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3264280	3264516	-	AQZ92068.1			hypothetical protein			B4U62_17205	237	78	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3264693	3265223	-							B4U62_17210	531		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3264693	3265223	-	AQZ92069.1			phosphohydrolase			B4U62_17210	531	176	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3265421	3266152	-							B4U62_17215	732		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3265421	3266152	-	AQZ92070.1			benzil reductase ((S)-benzoin forming)			B4U62_17215	732	243	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3266215	3266670	-							B4U62_17220	456		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3266215	3266670	-	AQZ93118.1			type VII secretion protein EssA			B4U62_17220	456	151	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3266702	3269932	-							B4U62_17225	3231		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3266702	3269932	-	AQZ92071.1			bacteriophage SPP1 adsorption protein YueB			B4U62_17225	3231	1076	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3269929	3274416	-							B4U62_17230	4488		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3269929	3274416	-	AQZ92072.1			Ftsk domain-containing protein YukB			B4U62_17230	4488	1495	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3274477	3275832	-							B4U62_17235	1356		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3274477	3275832	-	AQZ92073.1			type VII secretion protein EssB			B4U62_17235	1356	451	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3275847	3276086	-							B4U62_17240	240		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3275847	3276086	-	AQZ92074.1			ubiquitin			B4U62_17240	240	79	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3276156	3276449	-							B4U62_17245	294		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3276156	3276449	-	AQZ92075.1			WXG100 family type VII secretion target			B4U62_17245	294	97	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3276970	3278238	+							B4U62_17250	1269		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3276970	3278238	+	AQZ92076.1			transcriptional activator AdeR			B4U62_17250	1269	422	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3278340	3279476	+							B4U62_17255	1137		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3278340	3279476	+	AQZ92077.1			alanine dehydrogenase			B4U62_17255	1137	378	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3279588	3280265	+							B4U62_17260	678		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3279588	3280265	+	AQZ92078.1			hypothetical protein			B4U62_17260	678	225	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3280309	3280518	-							B4U62_17265	210		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3280309	3280518	-	AQZ92079.1			MbtH family protein			B4U62_17265	210	69	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3280534	3287670	-							B4U62_17270	7137		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3280534	3287670	-	AQZ92080.1			non-ribosomal peptide synthetase			B4U62_17270	7137	2378	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3287690	3288628	-							B4U62_17275	939		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3287690	3288628	-	AQZ92081.1			isochorismatase			B4U62_17275	939	312	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3288656	3290275	-							B4U62_17280	1620		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3288656	3290275	-	AQZ92082.1			2,3-dihydroxybenzoate-AMP ligase			B4U62_17280	1620	539	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3290304	3291500	-							B4U62_17285	1197		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3290304	3291500	-	AQZ92083.1			isochorismate synthase DhbC			B4U62_17285	1197	398	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3291526	3292311	-							B4U62_17290	786		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3291526	3292311	-	AQZ93119.1			2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase			B4U62_17290	786	261	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3292505	3293374	-							B4U62_17295	870		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3292505	3293374	-	AQZ92084.1			ferri-bacillibactin esterase BesA			B4U62_17295	870	289	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3293588	3294184	-							B4U62_17300	597		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3293588	3294184	-	AQZ92085.1			sulfite oxidase-like oxidoreductase			B4U62_17300	597	198	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3294285	3294887	+							B4U62_17305	603		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3294285	3294887	+	AQZ92086.1			BioY family transporter			B4U62_17305	603	200	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3294957	3296285	-							B4U62_17310	1329		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3294957	3296285	-	AQZ92087.1			sodium:proton antiporter			B4U62_17310	1329	442	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3296432	3297934	-							B4U62_17315	1503		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3296432	3297934	-	AQZ92088.1			cytosol aminopeptidase			B4U62_17315	1503	500	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3298092	3298568	+							B4U62_17320	477		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3298092	3298568	+	AQZ92089.1			hypothetical protein			B4U62_17320	477	158	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3298599	3299255	-							B4U62_17325	657		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3298599	3299255	-	AQZ92090.1			hypothetical protein			B4U62_17325	657	218	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3299359	3299679	-							B4U62_17330	321		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3299359	3299679	-	AQZ92091.1			hypothetical protein			B4U62_17330	321	106	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3299733	3299876	-							B4U62_17335	144		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3299733	3299876	-	AQZ92092.1			hypothetical protein			B4U62_17335	144	47	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3300049	3301269	-							B4U62_17340	1221		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3300049	3301269	-	AQZ93120.1			NADH dehydrogenase			B4U62_17340	1221	406	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3301601	3302599	+							B4U62_17345	999		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3301601	3302599	+	AQZ92093.1			Ferredoxin--NADP reductase 2			B4U62_17345	999	332	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3302638	3302778	-							B4U62_17350	141		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3302638	3302778	-	AQZ92094.1			hypothetical protein			B4U62_17350	141	46	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3303057	3304037	+							B4U62_17355	981		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3303057	3304037	+	AQZ92095.1			guanosine monophosphate reductase			B4U62_17355	981	326	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3304111	3304734	-							B4U62_17360	624		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3304111	3304734	-	AQZ92096.1			protease synthase and sporulation protein PAI 2			B4U62_17360	624	207	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3304758	3305276	-							B4U62_17365	519		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3304758	3305276	-	AQZ92097.1			protease synthase and sporulation negative regulatory protein PAI 1			B4U62_17365	519	172	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3305614	3305976	-							B4U62_17370	363		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3305614	3305976	-	AQZ93121.1			iron-sulfur cluster assembly accessory protein			B4U62_17370	363	120	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3306055	3306909	-							B4U62_17375	855		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3306055	3306909	-	AQZ92098.1			diaminopimelate epimerase			B4U62_17375	855	284	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3307032	3308246	-							B4U62_17380	1215		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3307032	3308246	-	AQZ92099.1			NupC/NupG family nucleoside CNT transporter			B4U62_17380	1215	404	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3308383	3308619	-							B4U62_17385	237		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3308383	3308619	-	AQZ92100.1			hypothetical protein			B4U62_17385	237	78	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3308882	3309949	+							B4U62_17390	1068		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3308882	3309949	+	AQZ92101.1			NADH dehydrogenase			B4U62_17390	1068	355	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3309975	3310301	-							B4U62_17395	327		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3309975	3310301	-	AQZ92102.1			disulfide oxidoreductase			B4U62_17395	327	108	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3310500	3310736	+							B4U62_17400	237		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3310500	3310736	+	AQZ92103.1			NifU family protein			B4U62_17400	237	78	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3310778	3312751	-							B4U62_17405	1974		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3310778	3312751	-	AQZ92104.1			peptidase			B4U62_17405	1974	657	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3312859	3313788	-							B4U62_17410	930		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3312859	3313788	-	AQZ92105.1			homoserine kinase			B4U62_17410	930	309	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3313785	3314843	-							B4U62_17415	1059		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3313785	3314843	-	AQZ93122.1			threonine synthase			B4U62_17415	1059	352	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3314843	3316144	-							B4U62_17420	1302		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3314843	3316144	-	AQZ92106.1			homoserine dehydrogenase			B4U62_17420	1302	433	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3316345	3317364	-							B4U62_17425	1020		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3316345	3317364	-	AQZ92107.1			endospore coat-associated protein YutH			B4U62_17425	1020	339	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3317517	3318017	+							B4U62_17430	501		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3317517	3318017	+	AQZ92108.1			phosphatidylglycerophosphatase A			B4U62_17430	501	166	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3318044	3318814	-							B4U62_17435	771		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3318044	3318814	-	AQZ92109.1			HAD family hydrolase			B4U62_17435	771	256	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3318843	3319277	-							B4U62_17440	435		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3318843	3319277	-	AQZ92110.1			hypothetical protein			B4U62_17440	435	144	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3319301	3319576	-							B4U62_17445	276		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3319301	3319576	-	AQZ93123.1			hypothetical protein			B4U62_17445	276	91	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3319691	3320323	+							B4U62_17450	633		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3319691	3320323	+	AQZ92111.1			lipoprotein			B4U62_17450	633	210	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3320339	3321235	-							B4U62_17455	897		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3320339	3321235	-	AQZ92112.1			lipoyl synthase			B4U62_17455	897	298	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3321470	3322450	+							B4U62_17460	981		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3321470	3322450	+	AQZ92113.1			L-Ala--D-Glu endopeptidase			B4U62_17460	981	326	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3322478	3323242	-							B4U62_17465	765		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3322478	3323242	-	AQZ92114.1			sporulation protein YunB			B4U62_17465	765	254	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3323315	3323620	-							B4U62_17470	306		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3323315	3323620	-	AQZ92115.1			hypothetical protein			B4U62_17470	306	101	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3323685	3325073	-							B4U62_17475	1389		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3323685	3325073	-	AQZ92116.1			bifunctional metallophosphatase/5'-nucleotidase			B4U62_17475	1389	462	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3325093	3325914	-							B4U62_17480	822		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3325093	3325914	-	AQZ92117.1			anion permease			B4U62_17480	822	273	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3325932	3326780	-							B4U62_17485	849		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3325932	3326780	-	AQZ93124.1			hypothetical protein			B4U62_17485	849	282	
